Fecha,Unidades,Dia,Mes,Año,Festivo,Dia_Semana,Semana_Año,Quincena,dias_laborales,Unidades predecidas
2015-02-26,1188,26,2,2015,0,3,9,2,1,1174.0503
2015-02-27,1791,27,2,2015,0,4,9,2,1,1422.5099
2015-02-28,691,28,2,2015,0,5,9,2,1,592.601
2015-03-01,0,1,3,2015,0,6,9,1,0,26.706736
2015-03-02,438,2,3,2015,0,0,10,1,1,588.194
2015-03-03,1071,3,3,2015,0,1,10,1,1,814.4922
2015-03-04,1129,4,3,2015,0,2,10,1,1,1055.029
2015-03-05,1310,5,3,2015,0,3,10,1,1,1106.0778
2015-03-06,1126,6,3,2015,0,4,10,1,1,1107.0593
2015-03-07,293,7,3,2015,0,5,10,1,1,225.707
2015-03-08,1,8,3,2015,0,6,10,1,0,26.706736
2015-03-09,665,9,3,2015,0,0,11,1,1,772.9245
2015-03-10,1051,10,3,2015,0,1,11,1,1,982.64514
2015-03-11,1196,11,3,2015,0,2,11,1,1,1112.3896
2015-03-12,1184,12,3,2015,0,3,11,1,1,1111.4908
2015-03-13,1141,13,3,2015,0,4,11,1,1,1111.4908
2015-03-14,314,14,3,2015,0,5,11,1,1,338.53485
2015-03-15,0,15,3,2015,0,6,11,1,0,26.706736
2015-03-16,734,16,3,2015,0,0,12,2,1,772.9245
2015-03-17,974,17,3,2015,0,1,12,2,1,982.64514
2015-03-18,1118,18,3,2015,0,2,12,2,1,1112.3896
2015-03-19,1091,19,3,2015,0,3,12,2,1,1111.4908
2015-03-20,1210,20,3,2015,0,4,12,2,1,1111.4908
2015-03-21,312,21,3,2015,0,5,12,2,1,338.53485
2015-03-22,0,22,3,2015,0,6,12,2,0,26.706736
2015-03-23,0,23,3,2015,1,0,13,2,0,29.875446
2015-03-24,862,24,3,2015,0,1,13,2,1,1041.9635
2015-03-25,1098,25,3,2015,0,2,13,2,1,1138.9587
2015-03-26,1174,26,3,2015,0,3,13,2,1,1174.0503
2015-03-27,1723,27,3,2015,0,4,13,2,1,1422.5099
2015-03-28,541,28,3,2015,0,5,13,2,1,535.68335
2015-03-29,29,29,3,2015,0,6,13,2,0,29.470425
2015-03-30,1333,30,3,2015,0,0,14,2,1,1379.9075
2015-03-31,1692,31,3,2015,0,1,14,2,1,1592.3481
2015-04-01,613,1,4,2015,0,2,14,1,1,829.99774
2015-04-02,0,2,4,2015,1,3,14,1,0,22.24748
2015-04-03,0,3,4,2015,1,4,14,1,0,53.628155
2015-04-04,1,4,4,2015,0,5,14,1,1,193.9225
2015-04-05,0,5,4,2015,0,6,14,1,0,26.706736
2015-04-06,634,6,4,2015,0,0,15,1,1,658.48413
2015-04-07,882,7,4,2015,0,1,15,1,1,978.21375
2015-04-08,1030,8,4,2015,0,2,15,1,1,1112.3896
2015-04-09,1098,9,4,2015,0,3,15,1,1,1111.4908
2015-04-10,1110,10,4,2015,0,4,15,1,1,1111.4908
2015-04-11,316,11,4,2015,0,5,15,1,1,315.2029
2015-04-12,0,12,4,2015,0,6,15,1,0,26.706736
2015-04-13,740,13,4,2015,0,0,16,1,1,770.25867
2015-04-14,1112,14,4,2015,0,1,16,1,1,982.64514
2015-04-15,1114,15,4,2015,0,2,16,1,1,1112.3896
2015-04-16,1072,16,4,2015,0,3,16,2,1,1111.4908
2015-04-17,1086,17,4,2015,0,4,16,2,1,1111.4908
2015-04-18,251,18,4,2015,0,5,16,2,1,338.45886
2015-04-19,11,19,4,2015,0,6,16,2,0,26.706736
2015-04-20,749,20,4,2015,0,0,17,2,1,757.2061
2015-04-21,972,21,4,2015,0,1,17,2,1,982.64514
2015-04-22,1042,22,4,2015,0,2,17,2,1,1112.3896
2015-04-23,1089,23,4,2015,0,3,17,2,1,1111.4908
2015-04-24,1042,24,4,2015,0,4,17,2,1,1111.4908
2015-04-25,383,25,4,2015,0,5,17,2,1,360.39325
2015-04-26,0,26,4,2015,0,6,17,2,0,26.706736
2015-04-27,816,27,4,2015,0,0,18,2,1,834.55493
2015-04-28,1326,28,4,2015,0,1,18,2,1,1263.7737
2015-04-29,1487,29,4,2015,0,2,18,2,1,1470.8219
2015-04-30,2007,30,4,2015,0,3,18,2,1,1773.8486
2015-05-01,0,1,5,2015,1,4,18,1,0,22.24748
2015-05-02,117,2,5,2015,0,5,18,1,1,248.35666
2015-05-03,0,3,5,2015,0,6,18,1,0,26.706736
2015-05-04,555,4,5,2015,0,0,19,1,1,585.5281
2015-05-05,839,5,5,2015,0,1,19,1,1,853.36755
2015-05-06,1005,6,5,2015,0,2,19,1,1,1068.896
2015-05-07,1183,7,5,2015,0,3,19,1,1,1098.4703
2015-05-08,1212,8,5,2015,0,4,19,1,1,1102.9019
2015-05-09,310,9,5,2015,0,5,19,1,1,325.3099
2015-05-10,0,10,5,2015,0,6,19,1,0,26.706736
2015-05-11,797,11,5,2015,0,0,20,1,1,770.25867
2015-05-12,1091,12,5,2015,0,1,20,1,1,974.05615
2015-05-13,1107,13,5,2015,0,2,20,1,1,1103.8007
2015-05-14,1222,14,5,2015,0,3,20,1,1,1102.9019
2015-05-15,1203,15,5,2015,0,4,20,1,1,1102.9019
2015-05-16,327,16,5,2015,0,5,20,2,1,344.42328
2015-05-17,2,17,5,2015,0,6,20,2,0,26.706736
2015-05-18,0,18,5,2015,1,0,21,2,0,27.209618
2015-05-19,792,19,5,2015,0,1,21,2,1,974.05615
2015-05-20,1034,20,5,2015,0,2,21,2,1,1103.8007
2015-05-21,1065,21,5,2015,0,3,21,2,1,1102.9019
2015-05-22,1159,22,5,2015,0,4,21,2,1,1102.9019
2015-05-23,323,23,5,2015,0,5,21,2,1,348.23355
2015-05-24,0,24,5,2015,0,6,21,2,0,26.706736
2015-05-25,916,25,5,2015,0,0,22,2,1,799.23926
2015-05-26,1174,26,5,2015,0,1,22,2,1,1083.873
2015-05-27,1244,27,5,2015,0,2,22,2,1,1276.8027
2015-05-28,1419,28,5,2015,0,3,22,2,1,1427.0587
2015-05-29,1725,29,5,2015,0,4,22,2,1,1710.8273
2015-05-30,827,30,5,2015,0,5,22,2,1,785.39777
2015-05-31,1,31,5,2015,0,6,22,2,0,29.470425
2015-06-01,524,1,6,2015,0,0,23,1,1,574.0523
2015-06-02,820,2,6,2015,0,1,23,1,1,816.76807
2015-06-03,1033,3,6,2015,0,2,23,1,1,998.97565
2015-06-04,1201,4,6,2015,0,3,23,1,1,1097.4888
2015-06-05,1180,5,6,2015,0,4,23,1,1,1097.4888
2015-06-06,334,6,6,2015,0,5,23,1,1,339.6794
2015-06-07,2,7,6,2015,0,6,23,1,0,26.706736
2015-06-08,0,8,6,2015,1,0,24,1,0,27.209618
2015-06-09,808,9,6,2015,0,1,24,1,1,974.05615
2015-06-10,1149,10,6,2015,0,2,24,1,1,1103.8007
2015-06-11,1233,11,6,2015,0,3,24,1,1,1102.9019
2015-06-12,1239,12,6,2015,0,4,24,1,1,1102.9019
2015-06-13,437,13,6,2015,0,5,24,1,1,375.15576
2015-06-14,0,14,6,2015,0,6,24,1,0,26.706736
2015-06-15,0,15,6,2015,1,0,25,1,0,27.209618
2015-06-16,732,16,6,2015,0,1,25,2,1,974.05615
2015-06-17,1051,17,6,2015,0,2,25,2,1,1103.8007
2015-06-18,1169,18,6,2015,0,3,25,2,1,1102.9019
2015-06-19,1141,19,6,2015,0,4,25,2,1,1102.9019
2015-06-20,397,20,6,2015,0,5,25,2,1,363.9349
2015-06-21,0,21,6,2015,0,6,25,2,0,26.706736
2015-06-22,686,22,6,2015,0,0,26,2,1,769.29694
2015-06-23,1188,23,6,2015,0,1,26,2,1,1033.3745
2015-06-24,1236,24,6,2015,0,2,26,2,1,1103.8007
2015-06-25,1463,25,6,2015,0,3,26,2,1,1129.471
2015-06-26,1420,26,6,2015,0,4,26,2,1,1259.659
2015-06-27,530,27,6,2015,0,5,26,2,1,605.8861
2015-06-28,7,28,6,2015,0,6,26,2,0,26.706736
2015-06-29,0,29,6,2015,1,0,27,2,0,25.609972
2015-06-30,1643,30,6,2015,0,1,27,2,1,1699.3374
2015-07-01,743,1,7,2015,0,2,27,1,1,829.99774
2015-07-02,985,2,7,2015,0,3,27,1,1,853.99255
2015-07-03,1099,3,7,2015,0,4,27,1,1,1050.0244
2015-07-04,310,4,7,2015,0,5,27,1,1,293.02576
2015-07-05,2,5,7,2015,0,6,27,1,0,26.706736
2015-07-06,639,6,7,2015,0,0,28,1,1,658.48413
2015-07-07,1088,7,7,2015,0,1,28,1,1,969.62476
2015-07-08,1257,8,7,2015,0,2,28,1,1,1103.8007
2015-07-09,1201,9,7,2015,0,3,28,1,1,1102.9019
2015-07-10,1226,10,7,2015,0,4,28,1,1,1102.9019
2015-07-11,364,11,7,2015,0,5,28,1,1,367.14017
2015-07-12,20,12,7,2015,0,6,28,1,0,26.706736
2015-07-13,864,13,7,2015,0,0,29,1,1,770.25867
2015-07-14,1080,14,7,2015,0,1,29,1,1,974.05615
2015-07-15,1226,15,7,2015,0,2,29,1,1,1103.8007
2015-07-16,1182,16,7,2015,0,3,29,2,1,1102.9019
2015-07-17,1002,17,7,2015,0,4,29,2,1,1102.9019
2015-07-18,324,18,7,2015,0,5,29,2,1,355.9193
2015-07-19,0,19,7,2015,0,6,29,2,0,26.706736
2015-07-20,0,20,7,2015,1,0,30,2,0,27.209618
2015-07-21,731,21,7,2015,0,1,30,2,1,974.05615
2015-07-22,1041,22,7,2015,0,2,30,2,1,1103.8007
2015-07-23,1329,23,7,2015,0,3,30,2,1,1102.9019
2015-07-24,1110,24,7,2015,0,4,30,2,1,1102.9019
2015-07-25,420,25,7,2015,0,5,30,2,1,394.74792
2015-07-26,8,26,7,2015,0,6,30,2,0,26.706736
2015-07-27,1010,27,7,2015,0,0,31,2,1,834.55493
2015-07-28,1322,28,7,2015,0,1,31,2,1,1263.7737
2015-07-29,1486,29,7,2015,0,2,31,2,1,1470.8219
2015-07-30,1589,30,7,2015,0,3,31,2,1,1719.5576
2015-07-31,2083,31,7,2015,0,4,31,2,1,1923.5851
2015-08-01,244,1,8,2015,0,5,31,1,1,252.09265
2015-08-02,0,2,8,2015,0,6,31,1,0,26.706736
2015-08-03,651,3,8,2015,0,0,32,1,1,574.0523
2015-08-04,1023,4,8,2015,0,1,32,1,1,859.0614
2015-08-05,1211,5,8,2015,0,2,32,1,1,1052.1338
2015-08-06,1254,6,8,2015,0,3,32,1,1,1104.1641
2015-08-07,28,7,8,2015,1,4,32,1,0,50.73297
2015-08-08,245,8,8,2015,0,5,32,1,1,328.78036
2015-08-09,0,9,8,2015,0,6,32,1,0,26.706736
2015-08-10,865,10,8,2015,0,0,33,1,1,779.6253
2015-08-11,1143,11,8,2015,0,1,33,1,1,979.75
2015-08-12,1157,12,8,2015,0,2,33,1,1,1109.4944
2015-08-13,1194,13,8,2015,0,3,33,1,1,1108.5956
2015-08-14,1103,14,8,2015,0,4,33,1,1,1108.5956
2015-08-15,361,15,8,2015,0,5,33,1,1,354.87173
2015-08-16,4,16,8,2015,0,6,33,2,0,26.706736
2015-08-17,0,17,8,2015,1,0,34,2,0,27.209618
2015-08-18,724,18,8,2015,0,1,34,2,1,979.75
2015-08-19,1061,19,8,2015,0,2,34,2,1,1109.4944
2015-08-20,1097,20,8,2015,0,3,34,2,1,1108.5956
2015-08-21,1209,21,8,2015,0,4,34,2,1,1108.5956
2015-08-22,394,22,8,2015,0,5,34,2,1,343.65088
2015-08-23,1,23,8,2015,0,6,34,2,0,26.706736
2015-08-24,745,24,8,2015,0,0,35,2,1,776.5574
2015-08-25,1207,25,8,2015,0,1,35,2,1,1065.6372
2015-08-26,1277,26,8,2015,0,2,35,2,1,1167.174
2015-08-27,1298,27,8,2015,0,3,35,2,1,1283.6791
2015-08-28,1586,28,8,2015,0,4,35,2,1,1575.942
2015-08-29,541,29,8,2015,0,5,35,2,1,759.24567
2015-08-30,20,30,8,2015,0,6,35,2,0,29.470425
2015-08-31,1686,31,8,2015,0,0,36,2,1,1627.8497
2015-09-01,744,1,9,2015,0,1,36,1,1,811.59705
2015-09-02,896,2,9,2015,0,2,36,1,1,858.4833
2015-09-03,953,3,9,2015,0,3,36,1,1,1055.7181
2015-09-04,1198,4,9,2015,0,4,36,1,1,1103.1825
2015-09-05,298,5,9,2015,0,5,36,1,1,307.45682
2015-09-06,1,6,9,2015,0,6,36,1,0,26.706736
2015-09-07,898,7,9,2015,0,0,37,1,1,779.6253
2015-09-08,1095,8,9,2015,0,1,37,1,1,979.75
2015-09-09,1230,9,9,2015,0,2,37,1,1,1109.4944
2015-09-10,1214,10,9,2015,0,3,37,1,1,1108.5956
2015-09-11,1141,11,9,2015,0,4,37,1,1,1108.5956
2015-09-12,371,12,9,2015,0,5,37,1,1,343.5901
2015-09-13,0,13,9,2015,0,6,37,1,0,26.706736
2015-09-14,832,14,9,2015,0,0,38,1,1,779.6253
2015-09-15,1053,15,9,2015,0,1,38,1,1,979.75
2015-09-16,1057,16,9,2015,0,2,38,2,1,1109.4944
2015-09-17,1115,17,9,2015,0,3,38,2,1,1108.5956
2015-09-18,1034,18,9,2015,0,4,38,2,1,1108.5956
2015-09-19,244,19,9,2015,0,5,38,2,1,343.5901
2015-09-20,2,20,9,2015,0,6,38,2,0,26.706736
2015-09-21,519,21,9,2015,0,0,39,2,1,779.6253
2015-09-22,1054,22,9,2015,0,1,39,2,1,1039.0682
2015-09-23,1199,23,9,2015,0,2,39,2,1,1109.4944
2015-09-24,1110,24,9,2015,0,3,39,2,1,1108.5956
2015-09-25,985,25,9,2015,0,4,39,2,1,1135.1647
2015-09-26,347,26,9,2015,0,5,39,2,1,371.5505
2015-09-27,0,27,9,2015,0,6,39,2,0,26.706736
2015-09-28,939,28,9,2015,0,0,40,2,1,955.39825
2015-09-29,1365,29,9,2015,0,1,40,2,1,1379.9583
2015-09-30,2121,30,9,2015,0,2,40,2,1,1679.4946
2015-10-01,774,1,10,2015,0,3,40,1,1,860.90875
2015-10-02,819,2,10,2015,0,4,40,1,1,860.90875
2015-10-03,242,3,10,2015,0,5,40,1,1,245.0494
2015-10-04,0,4,10,2015,0,6,40,1,0,26.706736
2015-10-05,617,5,10,2015,0,0,41,1,1,681.4993
2015-10-06,1012,6,10,2015,0,1,41,1,1,860.4429
2015-10-07,993,7,10,2015,0,2,41,1,1,1083.4935
2015-10-08,992,8,10,2015,0,3,41,1,1,1087.0262
2015-10-09,973,9,10,2015,0,4,41,1,1,1087.0262
2015-10-10,326,10,10,2015,0,5,41,1,1,357.51337
2015-10-11,5,11,10,2015,0,6,41,1,0,26.706736
2015-10-12,0,12,10,2015,1,0,42,1,0,27.209618
2015-10-13,773,13,10,2015,0,1,42,1,1,958.18066
2015-10-14,982,14,10,2015,0,2,42,1,1,1087.925
2015-10-15,1051,15,10,2015,0,3,42,1,1,1087.0262
2015-10-16,1069,16,10,2015,0,4,42,2,1,1087.0262
2015-10-17,270,17,10,2015,0,5,42,2,1,343.5901
2015-10-18,0,18,10,2015,0,6,42,2,0,26.706736
2015-10-19,630,19,10,2015,0,0,43,2,1,779.6253
2015-10-20,909,20,10,2015,0,1,43,2,1,958.18066
2015-10-21,987,21,10,2015,0,2,43,2,1,1087.925
2015-10-22,979,22,10,2015,0,3,43,2,1,1087.0262
2015-10-23,920,23,10,2015,0,4,43,2,1,1087.0262
2015-10-24,428,24,10,2015,0,5,43,2,1,360.00595
2015-10-25,25,25,10,2015,0,6,43,2,0,26.706736
2015-10-26,741,26,10,2015,0,0,44,2,1,803.9578
2015-10-27,1075,27,10,2015,0,1,44,2,1,1140.0647
2015-10-28,1210,28,10,2015,0,2,44,2,1,1309.8121
2015-10-29,1395,29,10,2015,0,3,44,2,1,1535.8195
2015-10-30,1615,30,10,2015,0,4,44,2,1,1675.761
2015-10-31,757,31,10,2015,0,5,44,2,1,745.4691
2015-11-01,18,1,11,2015,0,6,44,1,0,26.706736
2015-11-02,0,2,11,2015,1,0,45,1,0,10.586908
2015-11-03,517,3,11,2015,0,1,45,1,1,790.0277
2015-11-04,792,4,11,2015,0,2,45,1,1,1030.5645
2015-11-05,904,5,11,2015,0,3,45,1,1,1081.6132
2015-11-06,986,6,11,2015,0,4,45,1,1,1089.5237
2015-11-07,370,7,11,2015,0,5,45,1,1,333.45126
2015-11-08,0,8,11,2015,0,6,45,1,0,26.706736
2015-11-09,773,9,11,2015,0,0,46,1,1,779.6253
2015-11-10,1019,10,11,2015,0,1,46,1,1,958.18066
2015-11-11,1051,11,11,2015,0,2,46,1,1,1094.854
2015-11-12,1099,12,11,2015,0,3,46,1,1,1093.9552
2015-11-13,1061,13,11,2015,0,4,46,1,1,1093.9552
2015-11-14,240,14,11,2015,0,5,46,1,1,337.23727
2015-11-15,1,15,11,2015,0,6,46,1,0,26.706736
2015-11-16,0,16,11,2015,1,0,47,2,0,27.209618
2015-11-17,651,17,11,2015,0,1,47,2,1,958.18066
2015-11-18,940,18,11,2015,0,2,47,2,1,1094.854
2015-11-19,1138,19,11,2015,0,3,47,2,1,1093.9552
2015-11-20,1100,20,11,2015,0,4,47,2,1,1093.9552
2015-11-21,295,21,11,2015,0,5,47,2,1,356.07275
2015-11-22,0,22,11,2015,0,6,47,2,0,26.706736
2015-11-23,766,23,11,2015,0,0,48,2,1,791.7161
2015-11-24,1048,24,11,2015,0,1,48,2,1,1017.499
2015-11-25,1243,25,11,2015,0,2,48,2,1,1217.6814
2015-11-26,1281,26,11,2015,0,3,48,2,1,1369.8323
2015-11-27,1344,27,11,2015,0,4,48,2,1,1393.5394
2015-11-28,617,28,11,2015,0,5,48,2,1,629.1969
2015-11-29,0,29,11,2015,0,6,48,2,0,41.765324
2015-11-30,1848,30,11,2015,0,0,49,2,1,1811.9889
2015-12-01,669,1,12,2015,0,1,49,1,1,723.24316
2015-12-02,949,2,12,2015,0,2,49,1,1,853.53595
2015-12-03,1053,3,12,2015,0,3,49,1,1,1115.003
2015-12-04,1281,4,12,2015,0,4,49,1,1,1282.8501
2015-12-05,350,5,12,2015,0,5,49,1,1,391.6761
2015-12-06,0,6,12,2015,0,6,49,1,0,26.706736
2015-12-07,807,7,12,2015,0,0,50,1,1,1009.90686
2015-12-08,5,8,12,2015,1,1,50,1,0,55.164402
2015-12-09,1032,9,12,2015,0,2,50,1,1,1247.4703
2015-12-10,1249,10,12,2015,0,3,50,1,1,1266.2739
2015-12-11,1387,11,12,2015,0,4,50,1,1,1441.2812
2015-12-12,364,12,12,2015,0,5,50,1,1,429.27756
2015-12-13,0,13,12,2015,0,6,50,1,0,26.706736
2015-12-14,1084,14,12,2015,0,0,51,1,1,1045.5315
2015-12-15,1303,15,12,2015,0,1,51,1,1,1416.9596
2015-12-16,1443,16,12,2015,0,2,51,2,1,1484.8234
2015-12-17,1429,17,12,2015,0,3,51,2,1,1503.627
2015-12-18,1681,18,12,2015,0,4,51,2,1,1555.7062
2015-12-19,544,19,12,2015,0,5,51,2,1,448.113
2015-12-20,5,20,12,2015,0,6,51,2,0,26.706736
2015-12-21,1198,21,12,2015,0,0,52,2,1,1168.452
2015-12-22,1789,22,12,2015,0,1,52,2,1,1599.1985
2015-12-23,1902,23,12,2015,0,2,52,2,1,1607.7439
2015-12-24,1164,24,12,2015,0,3,52,2,1,1473.8448
2015-12-25,0,25,12,2015,1,4,52,2,0,55.164402
2015-12-26,297,26,12,2015,0,5,52,2,1,394.7792
2015-12-27,3,27,12,2015,0,6,52,2,0,26.706736
2015-12-28,1288,28,12,2015,0,0,53,2,1,1379.5728
2015-12-29,2194,29,12,2015,0,1,53,2,1,2326.5903
2015-12-30,2775,30,12,2015,0,2,53,2,1,2448.4563
2015-12-31,474,31,12,2015,0,3,53,2,1,833.88715
2016-01-01,0,1,1,2016,1,4,53,1,0,12.4839
2016-01-02,3,2,1,2016,0,5,53,1,1,107.40052
2016-01-03,0,3,1,2016,0,6,53,1,0,26.706736
2016-01-04,100,4,1,2016,0,0,1,1,1,238.42035
2016-01-05,258,5,1,2016,0,1,1,1,1,350.5043
2016-01-06,419,6,1,2016,0,2,1,1,1,851.08856
2016-01-07,452,7,1,2016,0,3,1,1,1,869.1114
2016-01-08,782,8,1,2016,0,4,1,1,1,934.71674
2016-01-09,197,9,1,2016,0,5,1,1,1,232.00658
2016-01-10,2,10,1,2016,0,6,1,1,0,26.706736
2016-01-11,0,11,1,2016,1,0,2,1,0,29.875446
2016-01-12,565,12,1,2016,0,1,2,1,1,747.768
2016-01-13,1022,13,1,2016,0,2,2,1,1,912.46594
2016-01-14,992,14,1,2016,0,3,2,1,1,934.71674
2016-01-15,974,15,1,2016,0,4,2,1,1,934.71674
2016-01-16,291,16,1,2016,0,5,2,2,1,268.1944
2016-01-17,0,17,1,2016,0,6,2,2,0,26.706736
2016-01-18,667,18,1,2016,0,0,3,2,1,681.0122
2016-01-19,905,19,1,2016,0,1,3,2,1,820.00226
2016-01-20,904,20,1,2016,0,2,3,2,1,912.46594
2016-01-21,996,21,1,2016,0,3,3,2,1,971.05096
2016-01-22,923,22,1,2016,0,4,3,2,1,971.05096
2016-01-23,293,23,1,2016,0,5,3,2,1,283.27988
2016-01-24,0,24,1,2016,0,6,3,2,0,26.706736
2016-01-25,613,25,1,2016,0,0,4,2,1,681.5071
2016-01-26,901,26,1,2016,0,1,4,2,1,901.295
2016-01-27,1005,27,1,2016,0,2,4,2,1,1109.4443
2016-01-28,1231,28,1,2016,0,3,4,2,1,1212.8535
2016-01-29,1488,29,1,2016,0,4,4,2,1,1491.9746
2016-01-30,846,30,1,2016,0,5,4,2,1,801.8588
2016-01-31,0,31,1,2016,0,6,4,2,0,29.470425
2016-02-01,451,1,2,2016,0,0,5,1,1,490.34915
2016-02-02,694,2,2,2016,0,1,5,1,1,648.1274
2016-02-03,747,3,2,2016,0,2,5,1,1,897.8343
2016-02-04,931,4,2,2016,0,3,5,1,1,922.9873
2016-02-05,918,5,2,2016,0,4,5,1,1,922.9873
2016-02-06,226,6,2,2016,0,5,5,1,1,238.41113
2016-02-07,16,7,2,2016,0,6,5,1,0,26.706736
2016-02-08,653,8,2,2016,0,0,6,1,1,723.24084
2016-02-09,747,9,2,2016,0,1,6,1,1,819.712
2016-02-10,895,10,2,2016,0,2,6,1,1,912.46594
2016-02-11,924,11,2,2016,0,3,6,1,1,934.71674
2016-02-12,1003,12,2,2016,0,4,6,1,1,934.71674
2016-02-13,305,13,2,2016,0,5,6,1,1,268.1944
2016-02-14,0,14,2,2016,0,6,6,1,0,26.706736
2016-02-15,783,15,2,2016,0,0,7,1,1,723.24084
2016-02-16,773,16,2,2016,0,1,7,2,1,819.712
2016-02-17,1014,17,2,2016,0,2,7,2,1,912.46594
2016-02-18,941,18,2,2016,0,3,7,2,1,934.71674
2016-02-19,971,19,2,2016,0,4,7,2,1,934.71674
2016-02-20,225,20,2,2016,0,5,7,2,1,268.1944
2016-02-21,1,21,2,2016,0,6,7,2,0,26.706736
2016-02-22,738,22,2,2016,0,0,8,2,1,722.2791
2016-02-23,947,23,2,2016,0,1,8,2,1,915.3645
2016-02-24,1094,24,2,2016,0,2,8,2,1,1004.3172
2016-02-25,1104,25,2,2016,0,3,8,2,1,1053.1372
2016-02-26,1390,26,2,2016,0,4,8,2,1,1174.7365
2016-02-27,344,27,2,2016,0,5,8,2,1,521.7133
2016-02-28,0,28,2,2016,0,6,8,2,0,26.706736
2016-02-29,1545,29,2,2016,0,0,9,2,1,1335.7212
2016-03-01,644,1,3,2016,0,1,9,1,1,648.1274
2016-03-02,841,2,3,2016,0,2,9,1,1,720.2674
2016-03-03,845,3,3,2016,0,3,9,1,1,922.9873
2016-03-04,956,4,3,2016,0,4,9,1,1,922.9873
2016-03-05,211,5,3,2016,0,5,9,1,1,220.5043
2016-03-06,1,6,3,2016,0,6,9,1,0,26.706736
2016-03-07,809,7,3,2016,0,0,10,1,1,741.77563
2016-03-08,902,8,3,2016,0,1,10,1,1,819.712
2016-03-09,905,9,3,2016,0,2,10,1,1,912.46594
2016-03-10,984,10,3,2016,0,3,10,1,1,934.71674
2016-03-11,952,11,3,2016,0,4,10,1,1,934.71674
2016-03-12,248,12,3,2016,0,5,10,1,1,275.6056
2016-03-13,0,13,3,2016,0,6,10,1,0,26.706736
2016-03-14,707,14,3,2016,0,0,11,1,1,723.24084
2016-03-15,965,15,3,2016,0,1,11,1,1,819.712
2016-03-16,1132,16,3,2016,0,2,11,2,1,912.46594
2016-03-17,1125,17,3,2016,0,3,11,2,1,934.71674
2016-03-18,1234,18,3,2016,0,4,11,2,1,934.71674
2016-03-19,364,19,3,2016,0,5,11,2,1,268.1944
2016-03-20,1,20,3,2016,0,6,11,2,0,26.706736
2016-03-21,0,21,3,2016,1,0,12,2,0,29.875446
2016-03-22,667,22,3,2016,0,1,12,2,1,915.3645
2016-03-23,703,23,3,2016,0,2,12,2,1,1004.3172
2016-03-24,0,24,3,2016,1,3,12,2,0,58.059586
2016-03-25,0,25,3,2016,1,4,12,2,0,58.059586
2016-03-26,0,26,3,2016,0,5,12,2,1,191.2609
2016-03-27,0,27,3,2016,0,6,12,2,0,26.706736
2016-03-28,596,28,3,2016,0,0,13,2,1,782.8332
2016-03-29,928,29,3,2016,0,1,13,2,1,1259.3507
2016-03-30,1268,30,3,2016,0,2,13,2,1,1531.8076
2016-03-31,1861,31,3,2016,0,3,13,2,1,1639.364
2016-04-01,637,1,4,2016,0,4,13,1,1,718.3665
2016-04-02,152,2,4,2016,0,5,13,1,1,136.35442
2016-04-03,8,3,4,2016,0,6,13,1,0,26.706736
2016-04-04,512,4,4,2016,0,0,14,1,1,482.67255
2016-04-05,617,5,4,2016,0,1,14,1,1,645.8515
2016-04-06,896,6,4,2016,0,2,14,1,1,900.71094
2016-04-07,938,7,4,2016,0,3,14,1,1,930.28534
2016-04-08,888,8,4,2016,0,4,14,1,1,934.71674
2016-04-09,173,9,4,2016,0,5,14,1,1,215.32246
2016-04-10,0,10,4,2016,0,6,14,1,0,26.706736
2016-04-11,613,11,4,2016,0,0,15,1,1,720.575
2016-04-12,755,12,4,2016,0,1,15,1,1,819.712
2016-04-13,904,13,4,2016,0,2,15,1,1,912.46594
2016-04-14,899,14,4,2016,0,3,15,1,1,934.71674
2016-04-15,875,15,4,2016,0,4,15,1,1,934.71674
2016-04-16,199,16,4,2016,0,5,15,2,1,268.1184
2016-04-17,0,17,4,2016,0,6,15,2,0,26.706736
2016-04-18,674,18,4,2016,0,0,16,2,1,707.52246
2016-04-19,768,19,4,2016,0,1,16,2,1,819.712
2016-04-20,939,20,4,2016,0,2,16,2,1,912.46594
2016-04-21,1025,21,4,2016,0,3,16,2,1,971.05096
2016-04-22,898,22,4,2016,0,4,16,2,1,971.05096
2016-04-23,247,23,4,2016,0,5,16,2,1,264.84396
2016-04-24,0,24,4,2016,0,6,16,2,0,26.706736
2016-04-25,703,25,4,2016,0,0,17,2,1,723.1606
2016-04-26,1006,26,4,2016,0,1,17,2,1,980.4237
2016-04-27,1235,27,4,2016,0,2,17,2,1,1191.8801
2016-04-28,1252,28,4,2016,0,3,17,2,1,1407.4795
2016-04-29,1703,29,4,2016,0,4,17,2,1,1691.248
2016-04-30,899,30,4,2016,0,5,17,2,1,859.35126
2016-05-01,0,1,5,2016,1,6,17,1,0,26.706736
2016-05-02,374,2,5,2016,0,0,18,1,1,471.1968
2016-05-03,620,3,5,2016,0,1,18,1,1,637.2625
2016-05-04,840,4,5,2016,0,2,18,1,1,889.2453
2016-05-05,1001,5,5,2016,0,3,18,1,1,914.3983
2016-05-06,975,6,5,2016,0,4,18,1,1,921.69635
2016-05-07,255,7,5,2016,0,5,18,1,1,203.39622
2016-05-08,0,8,5,2016,0,6,18,1,0,26.706736
2016-05-09,0,9,5,2016,1,0,19,1,0,27.209618
2016-05-10,707,10,5,2016,0,1,19,1,1,811.123
